region_id,baseline_irv,perturbed_irv,delta_irv,replacement_rate,selected_paths
362,12.8696824750,13.2408789606,0.3711964855,0.2,7829
363,4.2982625059,4.1320748248,-0.1661876811,0.2,7829
364,0.4968114761,0.5255888528,0.0287773767,0.2,7829
365,7.6492475641,7.2300606639,-0.4191869002,0.2,7829
366,1.1094020430,1.3917808344,0.2823787914,0.2,7829
367,31.0636816797,29.2217208088,-1.8419608709,0.2,7829
368,48.6412986316,48.4135318318,-0.2277667998,0.2,7829
369,127.4591337480,118.9586228788,-8.5005108692,0.2,7829
370,1.9352762904,1.9686727373,0.0333964469,0.2,7829
371,76.9831700547,75.6859998039,-1.2971702508,0.2,7829
372,92.6330074155,89.6959644054,-2.9370430101,0.2,7829
373,68.2269259952,66.4062924831,-1.8206335121,0.2,7829
374,28.7801408937,25.6225233511,-3.1576175426,0.2,7829
375,10.3825736226,10.7539020168,0.3713283943,0.2,7829
376,38.5834293024,33.2813517936,-5.3020775088,0.2,7829
377,89.3480796940,87.0080371723,-2.3400425217,0.2,7829
378,14.9432972697,14.3504803890,-0.5928168808,0.2,7829
379,81.5014238977,85.3376555073,3.8362316096,0.2,7829
380,5.7803003940,5.6760004495,-0.1042999445,0.2,7829
381,0.4256964439,0.4655423516,0.0398459077,0.2,7829
382,121.1854341196,126.1721247992,4.9866906796,0.2,7829
383,106.8667989512,104.8073552622,-2.0594436890,0.2,7829
384,0.0801817955,0.1105539411,0.0303721456,0.2,7829
385,126.9093937982,125.7654335186,-1.1439602796,0.2,7829
386,49.5444028820,51.2102582108,1.6658553288,0.2,7829
387,15.5679139844,15.6230452370,0.0551312526,0.2,7829
388,91.4782753409,91.4235159431,-0.0547593978,0.2,7829
389,1.1373254084,1.0469719070,-0.0903535014,0.2,7829
390,38.3139091897,40.6563702647,2.3424610749,0.2,7829
391,79.6472859778,79.5752381354,-0.0720478423,0.2,7829
392,61.4728779026,49.8813512828,-11.5915266199,0.2,7829
393,0.0460030127,0.0547048691,0.0087018564,0.2,7829
394,3.1949481315,3.1616678257,-0.0332803058,0.2,7829
395,2.4612112723,2.9104566991,0.4492454268,0.2,7829
396,0.5964462189,0.6094962745,0.0130500555,0.2,7829
397,22.3650175426,22.2188681017,-0.1461494408,0.2,7829
398,8.4669852316,9.3458780593,0.8788928277,0.2,7829
399,0.5235610491,0.5866105693,0.0630495202,0.2,7829
400,68.9886649405,69.6225930781,0.6339281376,0.2,7829
401,133.1048247488,134.3285004529,1.2236757041,0.2,7829
402,7.9028509850,7.6373184290,-0.2655325560,0.2,7829
403,0.8836760857,0.8728959247,-0.0107801611,0.2,7829
404,5.0849768899,4.5132795048,-0.5716973851,0.2,7829
405,16.0260944803,16.1570907649,0.1309962846,0.2,7829
406,0.2239270673,0.2657278126,0.0418007454,0.2,7829
407,47.1393496598,52.6655341784,5.5261845187,0.2,7829
408,97.8559065243,101.7299056516,3.8739991273,0.2,7829
409,52.3335299221,47.1147235887,-5.2188063334,0.2,7829
410,27.7795463929,25.7908099944,-1.9887363984,0.2,7829
411,20.0088972995,20.6256378233,0.6167405238,0.2,7829
412,79.0658919097,79.0016563210,-0.0642355887,0.2,7829
413,36.1808016091,35.2046550664,-0.9761465427,0.2,7829
414,11.1820751325,11.9331044770,0.7510293445,0.2,7829
415,30.6675315984,29.1467428535,-1.5207887449,0.2,7829
416,42.1181392311,47.0224629551,4.9043237239,0.2,7829
417,0.0739269917,0.1177514007,0.0438244090,0.2,7829
418,94.4772839932,101.8539068879,7.3766228947,0.2,7829
419,0.7745751271,0.8272585092,0.0526833821,0.2,7829
420,11.3316725750,10.3233891660,-1.0082834090,0.2,7829
421,56.9952857513,54.9829791473,-2.0123066041,0.2,7829
422,48.4170287136,45.9478124639,-2.4692162497,0.2,7829
423,21.1052316884,22.8677676077,1.7625359193,0.2,7829
424,14.7306149545,15.2791460621,0.5485311075,0.2,7829
425,0.3167346540,0.3609036946,0.0441690406,0.2,7829
426,72.6656512506,72.7558020843,0.0901508338,0.2,7829
427,16.4938469437,15.9436730000,-0.5501739437,0.2,7829
428,41.3695168434,40.2469096843,-1.1226071591,0.2,7829
429,20.9731582377,19.7822794791,-1.1908787587,0.2,7829
430,34.3328345638,33.3592580256,-0.9735765381,0.2,7829
431,10.7757176560,10.9227944020,0.1470767460,0.2,7829
432,20.0422441575,19.8042020268,-0.2380421306,0.2,7829
433,47.8967607107,48.7626202435,0.8658595328,0.2,7829
434,52.1669869931,52.8065041240,0.6395171310,0.2,7829
435,0.1494966692,0.2226864515,0.0731897824,0.2,7829
436,5.4764440146,5.1531975348,-0.3232464798,0.2,7829
437,94.1703123298,92.9478095477,-1.2225027821,0.2,7829
438,10.3115298284,10.6349426351,0.3234128067,0.2,7829
439,88.4713573037,86.0290666375,-2.4422906663,0.2,7829
440,53.5889298573,51.7399932163,-1.8489366410,0.2,7829
441,0.1884188857,0.1819550997,-0.0064637860,0.2,7829
442,1.0819008100,0.9144424062,-0.1674584038,0.2,7829
443,11.7853868863,14.0197686690,2.2343817827,0.2,7829
444,6.0252290028,6.0837292765,0.0585002738,0.2,7829
445,13.9425921966,13.3137598442,-0.6288323525,0.2,7829
446,73.4108794726,73.0339006981,-0.3769787745,0.2,7829
447,0.6280218023,0.6505100041,0.0224882018,0.2,7829
448,72.1354174870,70.7722605321,-1.3631569549,0.2,7829
449,14.2977356833,13.9030002662,-0.3947354172,0.2,7829
450,0.0990861548,0.0990182423,-0.0000679125,0.2,7829
451,105.1004821701,99.8825758334,-5.2179063368,0.2,7829
452,2.2753795676,2.3494924190,0.0741128514,0.2,7829
